Sniffer Network Analyzer data from 5-Sep-91 at 09:06:16, file C:\CAPTURE\TEST2.ENC, Page 1


SUMMARY  Delta T  Size     Destination   Source        Summary
  1224    0.0011   566  popfly       blue          NCP R OK 512 bytes read
  1225    0.0041    64  blue         popfly        NCP C F=4F11 Read 512 at 282624
Sniffer Network Analyzer data from 5-Sep-91 at 09:06:16, file C:\CAPTURE\TEST2.ENC, Page 26


SUMMARY  Delta T  Size     Destination   Source        Summary

  1226    0.0012   566  popfly       blue          NCP R OK 512 bytes read
  1227    0.0010    64  blue         popfly        NCP C F=4F11 Read 512 at 283136
  1228    0.0011   566  popfly       blue          NCP R OK 512 bytes read
  1229    0.0011    64  blue         popfly        NCP C F=4F11 Read 528 at 283648
  1230    0.0012   582  popfly       blue          NCP R OK 528 bytes read
  1231    0.0033    68  blue         popfly        NCP C F=8C10 Lock 1 at 136
  1232    0.0007    60  popfly       blue          NCP R OK
  1233    0.0008    64  blue         popfly        NCP C F=8210 Read 56 at 0
  1234    0.0006   110  popfly       blue          NCP R OK 56 bytes read
  1235    0.0011    64  blue         popfly        NCP C F=8210 Read 887 at 137
  1236    0.0015   942  popfly       blue          NCP R OK 887 bytes read
  1237    0.0012    64  blue         popfly        NCP C F=8210 Read 73 at 1024
  1238    0.0007   128  popfly       blue          NCP R OK 73 bytes read
  1239    0.0011    64  blue         popfly        NCP C F=8210 Read 252 at 1217
  1240    0.0009   308  popfly       blue          NCP R OK 252 bytes read
  1241    0.0029    64  blue         popfly        NCP C F=8210 Read 579 at 1469
  1242    0.0012   634  popfly       blue          NCP R OK 579 bytes read
  1243    0.0011    64  blue         popfly        NCP C F=8210 Read 789 at 2048
  1244    0.0014   844  popfly       blue          NCP R OK 789 bytes read
  1245    0.0103    60  blue         popfly        NCP C F=4F11 Close file
  1246    0.0007    60  popfly       blue          NCP R OK
  1247    0.0011    66  blue         popfly        NCP C Open file STNDRD.OVL
  1248    0.0085    88  popfly       blue          NCP R File not found
  1249    0.0007    66  blue         popfly        NCP C Open file STNDRD.OVL
  1250    0.0332    88  popfly       blue          NCP R File not found
  1251    0.0008    66  blue         popfly        NCP C Open file STNDRD.OVL
  1252    0.0145    88  popfly       blue          NCP R File not found
  1253    0.0008    66  blue         popfly        NCP C Open file STNDRD.OVL
  1254    0.0059    88  popfly       blue          NCP R File not found
  1255    0.0008    66  blue         popfly        NCP C Open file STNDRD.OVL
  1256    0.0009    88  popfly       blue          NCP R No open privs
  1257    0.0007    66  blue         popfly        NCP C Open file STNDRD.OVL
  1258    0.0021    88  popfly       blue          NCP R F=4814 OK Opened
  1259    0.0009    64  blue         popfly        NCP C F=4814 Read 480 at 84512
  1260    0.0011   534  popfly       blue          NCP R OK 480 bytes read
  1261    0.0010    64  blue         popfly        NCP C F=4814 Read 1024 at 84992
  1262    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1263    0.0013    64  blue         popfly        NCP C F=4814 Read 1024 at 86016
  1264    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1265    0.0013    64  blue         popfly        NCP C F=4814 Read 1024 at 87040
  1266    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1267    0.0013    64  blue         popfly        NCP C F=4814 Read 1024 at 88064
  1268    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1269    0.0013    64  blue         popfly        NCP C F=4814 Read 1024 at 89088
  1270    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1271    0.0013    64  blue         popfly        NCP C F=4814 Read 1024 at 90112
  1272    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1273    0.0013    64  blue         popfly        NCP C F=4814 Read 432 at 91136
  1274    0.0011   486  popfly       blue          NCP R OK 432 bytes read
Sniffer Network Analyzer data from 5-Sep-91 at 09:06:16, file C:\CAPTURE\TEST2.ENC, Page 27


SUMMARY  Delta T  Size     Destination   Source        Summary

  1275    0.0011    64  blue         popfly        NCP C F=4814 Read 512 at 83456
  1276    0.0012   566  popfly       blue          NCP R OK 512 bytes read
  1277    0.0015    64  blue         popfly        NCP C F=4814 Read 512 at 83968
  1278    0.0012   566  popfly       blue          NCP R OK 512 bytes read
  1279    0.0032    64  blue         popfly        NCP C F=4814 Read 512 at 84480
  1280    0.0012   566  popfly       blue          NCP R OK 512 bytes read
  1281    0.0033    64  blue         popfly        NCP C F=ED12 Read 512 at 0
  1282    0.0011   566  popfly       blue          NCP R OK 512 bytes read
  1283    0.0021    64  blue         popfly        NCP C F=ED12 Read 512 at 1536
  1284    0.0011   566  popfly       blue          NCP R OK 512 bytes read
  1285    0.0018    64  blue         popfly        NCP C F=7A18 Read 1024 at 10240
  1286    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1287    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 11264
  1288    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1289    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 12288
  1290    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1291    0.0014    64  blue         popfly        NCP C F=7A18 Read 1024 at 13312
  1292    0.0005    60  dragonfly    blue          XNS NetWare Request Keep alive C=2
  1293    0.0004    60  blue         dragonfly     XNS NetWare Reply Keep alive C=2
  1294    0.0011  1078  popfly       blue          NCP R OK 1024 bytes read
  1295    0.0012    64  blue         popfly        NCP C F=7A18 Read 1024 at 14336
  1296    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1297    0.0111    64  blue         popfly        NCP C F=4814 Read 512 at 79360
  1298    0.0012   566  popfly       blue          NCP R OK 512 bytes read
  1299    0.0012    64  blue         popfly        NCP C F=4814 Read 1024 at 79872
  1300    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1301    0.0014    64  blue         popfly        NCP C F=4814 Read 1024 at 80896
  1302    0.0018  1078  popfly       blue          NCP R OK 1024 bytes read
  1303    0.0014    64  blue         popfly        NCP C F=4814 Read 1024 at 81920
  1304    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1305    0.0014    64  blue         popfly        NCP C F=4814 Read 512 at 82944
  1306    0.0012   566  popfly       blue          NCP R OK 512 bytes read
  1307    0.0099    64  blue         popfly        NCP C F=4814 Read 1024 at 84992
  1308    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1309    0.0014    64  blue         popfly        NCP C F=4814 Read 1024 at 86016
  1310    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1311    0.0013    64  blue         popfly        NCP C F=4814 Read 1024 at 87040
  1312    0.0018  1078  popfly       blue          NCP R OK 1024 bytes read
  1313    0.0014    64  blue         popfly        NCP C F=4814 Read 1024 at 88064
  1314    0.0018  1078  popfly       blue          NCP R OK 1024 bytes read
  1315    0.0013    64  blue         popfly        NCP C F=4814 Read 1024 at 89088
  1316    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1317    0.0014    64  blue         popfly        NCP C F=4814 Read 1024 at 90112
  1318    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1319    0.0013    64  blue         popfly        NCP C F=4814 Read 432 at 91136
  1320    0.0011   486  popfly       blue          NCP R OK 432 bytes read
  1321    0.0110    64  blue         popfly        NCP C F=4814 Read 944 at 45136
  1322    0.0016   998  popfly       blue          NCP R OK 944 bytes read
  1323    0.0013    64  blue         popfly        NCP C F=4814 Read 1024 at 46080
Sniffer Network Analyzer data from 5-Sep-91 at 09:06:16, file C:\CAPTURE\TEST2.ENC, Page 28


SUMMARY  Delta T  Size     Destination   Source        Summary

  1324    0.0018  1078  popfly       blue          NCP R OK 1024 bytes read
  1325    0.0014    64  blue         popfly        NCP C F=4814 Read 1024 at 47104
  1326    0.0018  1078  popfly       blue          NCP R OK 1024 bytes read
  1327    0.0013    64  blue         popfly        NCP C F=4814 Read 1024 at 48128
  1328    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1329    0.0013    64  blue         popfly        NCP C F=4814 Read 1024 at 49152
  1330    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1331    0.0014    64  blue         popfly        NCP C F=4814 Read 992 at 50176
  1332    0.0017  1046  popfly       blue          NCP R OK 992 bytes read
  1333    0.0015    64  blue         popfly        NCP C F=4814 Read 512 at 44544
  1334    0.0012   566  popfly       blue          NCP R OK 512 bytes read
  1335    0.0032    64  blue         popfly        NCP C F=4814 Read 512 at 45056
  1336    0.0012   566  popfly       blue          NCP R OK 512 bytes read
  1337    0.1194    64  blue         popfly        NCP C F=ED12 Read 512 at 2048
  1338    0.0011   566  popfly       blue          NCP R OK 512 bytes read
  1339    0.2481    64  blue         popfly        NCP C F=7A18 Read 1024 at 15360
  1340    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1341    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 16384
  1342    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1343    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 17408
  1344    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1345    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 18432
  1346    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1347    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 19456
  1348    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1349    0.0161    64  blue         popfly        NCP C F=8210 Read 887 at 137
  1350    0.0019   942  popfly       blue          NCP R OK 887 bytes read
  1351    0.0012    64  blue         popfly        NCP C F=8210 Read 73 at 1024
  1352    0.0006   128  popfly       blue          NCP R OK 73 bytes read
  1353    0.0008    68  blue         popfly        NCP C F=8C10 Lock 1 at 61
  1354    0.0008    60  popfly       blue          NCP R OK
  1355    0.0007    68  blue         popfly        NCP C F=8C10 Clear 1 at 61
  1356    0.0007    60  popfly       blue          NCP R OK
  1357    0.0022   952  blue         popfly        NCP C F=8210 Write 887 at 137
  1358    0.0010    60  popfly       blue          NCP R OK
  1359    0.0008   138  blue         popfly        NCP C F=8210 Write 73 at 1024
  1360    0.0006    60  popfly       blue          NCP R OK
  1361    0.0432    64  blue         popfly        NCP C F=ED12 Read 512 at 2560
  1362    0.0011   566  popfly       blue          NCP R OK 512 bytes read
  1363    0.1135    64  blue         popfly        NCP C F=ED12 Read 512 at 3072
  1364    0.0011   566  popfly       blue          NCP R OK 512 bytes read
  1365    0.0018    64  blue         popfly        NCP C F=7A18 Read 1024 at 20480
  1366    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1367    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 21504
  1368    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1369    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 22528
  1370    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1371    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 23552
  1372    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
Sniffer Network Analyzer data from 5-Sep-91 at 09:06:16, file C:\CAPTURE\TEST2.ENC, Page 29


SUMMARY  Delta T  Size     Destination   Source        Summary

  1373    0.0014    64  blue         popfly        NCP C F=7A18 Read 1024 at 24576
  1374    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1375    0.0052    64  blue         popfly        NCP C F=7A18 Read 512 at 32256
  1376    0.0011   566  popfly       blue          NCP R OK 512 bytes read
  1377    0.0010    64  blue         popfly        NCP C F=7A18 Read 1024 at 32768
  1378    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1379    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 33792
  1380    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1381    0.0014    64  blue         popfly        NCP C F=7A18 Read 1024 at 34816
  1382    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1383    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 35840
  1384    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1385    0.0012    64  blue         popfly        NCP C F=7A18 Read 512 at 36864
  1386    0.0011   566  popfly       blue          NCP R OK 512 bytes read
  1387    0.0154    64  blue         popfly        NCP C F=7A18 Read 1024 at 3783680
  1388    0.0035  1078  popfly       blue          NCP R OK 1024 bytes read
  1389    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 3784704
  1390    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1391    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 3785728
  1392    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1393    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 3786752
  1394    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1395    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 3787776
  1396    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1397    0.0164    60  blue         popfly        NCP C F=4814 Close file
  1398    0.0007    60  popfly       blue          NCP R OK
  1399    0.0011    64  blue         popfly        NCP C Open file RBASE.OVL
  1400    0.0084    88  popfly       blue          NCP R File not found
  1401    0.0008    64  blue         popfly        NCP C Open file RBASE.OVL
  1402    0.0333    88  popfly       blue          NCP R File not found
  1403    0.0008    64  blue         popfly        NCP C Open file RBASE.OVL
  1404    0.0144    88  popfly       blue          NCP R File not found
  1405    0.0007    64  blue         popfly        NCP C Open file RBASE.OVL
  1406    0.0059    88  popfly       blue          NCP R File not found
  1407    0.0008    64  blue         popfly        NCP C Open file RBASE.OVL
  1408    0.0008    88  popfly       blue          NCP R No open privs
  1409    0.0007    64  blue         popfly        NCP C Open file RBASE.OVL
  1410    0.0022    88  popfly       blue          NCP R F=4914 OK Opened
  1411    0.0009    64  blue         popfly        NCP C F=4914 Read 512 at 285184
  1412    0.0011   566  popfly       blue          NCP R OK 512 bytes read
  1413    0.0010    64  blue         popfly        NCP C F=4914 Read 1024 at 285696
  1414    0.0018  1078  popfly       blue          NCP R OK 1024 bytes read
  1415    0.0013    64  blue         popfly        NCP C F=4914 Read 1024 at 286720
  1416    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1417    0.0013    64  blue         popfly        NCP C F=4914 Read 960 at 287744
  1418    0.0016  1014  popfly       blue          NCP R OK 960 bytes read
  1419    0.0015    64  blue         popfly        NCP C F=4914 Read 512 at 284672
  1420    0.0013   566  popfly       blue          NCP R OK 512 bytes read
  1421    0.0093    68  blue         popfly        NCP C F=8C10 Clear 1 at 136
Sniffer Network Analyzer data from 5-Sep-91 at 09:06:16, file C:\CAPTURE\TEST2.ENC, Page 30


SUMMARY  Delta T  Size     Destination   Source        Summary

  1422    0.0007    60  popfly       blue          NCP R OK
  1423    0.0357    64  blue         popfly        NCP C F=4914 Read 512 at 303616
  1424    0.0012   566  popfly       blue          NCP R OK 512 bytes read
  1425    0.0011    64  blue         popfly        NCP C F=4914 Read 1024 at 304128
  1426    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1427    0.0013    64  blue         popfly        NCP C F=4914 Read 800 at 305152
  1428    0.0015   854  popfly       blue          NCP R OK 800 bytes read
  1429    0.0082    64  blue         popfly        NCP C F=ED12 Read 512 at 5632
  1430    0.0011   566  popfly       blue          NCP R OK 512 bytes read
  1431    0.0023    64  blue         popfly        NCP C F=ED12 Read 512 at 30720
  1432    0.0343   566  popfly       blue          NCP R OK 512 bytes read
  1433    0.0025    64  blue         popfly        NCP C F=ED12 Read 512 at 70144
  1434    0.0338   566  popfly       blue          NCP R OK 512 bytes read
  1435    0.0049    64  blue         popfly        NCP C F=ED12 Read 512 at 25088
  1436    0.0314   566  popfly       blue          NCP R OK 512 bytes read
  1437    0.0018    64  blue         popfly        NCP C F=7A18 Read 512 at 696832
  1438    0.0407   566  popfly       blue          NCP R OK 512 bytes read
  1439    0.0011    64  blue         popfly        NCP C F=7A18 Read 1024 at 697344
  1440    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1441    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 698368
  1442    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1443    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 699392
  1444    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1445    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 700416
  1446    0.0171  1078  popfly       blue          NCP R OK 1024 bytes read
  1447    0.0013    64  blue         popfly        NCP C F=7A18 Read 512 at 701440
  1448    0.0010   566  popfly       blue          NCP R OK 512 bytes read
  1449    0.0067    64  blue         popfly        NCP C F=4914 Read 512 at 305664
  1450    0.0012   566  popfly       blue          NCP R OK 512 bytes read
  1451    0.0011    64  blue         popfly        NCP C F=4914 Read 1024 at 306176
  1452    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1453    0.0013    64  blue         popfly        NCP C F=4914 Read 1024 at 307200
  1454    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1455    0.0013    64  blue         popfly        NCP C F=4914 Read 1024 at 308224
  1456    0.0018  1078  popfly       blue          NCP R OK 1024 bytes read
  1457    0.0013    64  blue         popfly        NCP C F=4914 Read 368 at 309248
  1458    0.0010   422  popfly       blue          NCP R OK 368 bytes read
  1459    0.0029    64  blue         popfly        NCP C F=ED12 Read 512 at 5632
  1460    0.0011   566  popfly       blue          NCP R OK 512 bytes read
  1461    0.0023    64  blue         popfly        NCP C F=ED12 Read 512 at 30720
  1462    0.0011   566  popfly       blue          NCP R OK 512 bytes read
  1463    0.0024    64  blue         popfly        NCP C F=ED12 Read 512 at 70144
  1464    0.0011   566  popfly       blue          NCP R OK 512 bytes read
  1465    0.0048    64  blue         popfly        NCP C F=ED12 Read 512 at 25088
  1466    0.0011   566  popfly       blue          NCP R OK 512 bytes read
  1467    0.0072    64  blue         popfly        NCP C F=ED12 Read 512 at 34304
  1468    0.0361   566  popfly       blue          NCP R OK 512 bytes read
  1469    0.0018    64  blue         popfly        NCP C F=7A18 Read 512 at 936448
  1470    0.0320   566  popfly       blue          NCP R OK 512 bytes read
Sniffer Network Analyzer data from 5-Sep-91 at 09:06:16, file C:\CAPTURE\TEST2.ENC, Page 31


SUMMARY  Delta T  Size     Destination   Source        Summary

  1471    0.0010    64  blue         popfly        NCP C F=7A18 Read 1024 at 936960
  1472    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1473    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 937984
  1474    0.0201  1078  popfly       blue          NCP R OK 1024 bytes read
  1475    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 939008
  1476    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1477    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 940032
  1478    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1479    0.0012    64  blue         popfly        NCP C F=7A18 Read 512 at 941056
  1480    0.0011   566  popfly       blue          NCP R OK 512 bytes read
  1481    0.0026    64  blue         popfly        NCP C F=ED12 Read 512 at 35328
  1482    0.0011   566  popfly       blue          NCP R OK 512 bytes read
  1483    0.0018    64  blue         popfly        NCP C F=7A18 Read 1024 at 1088512
  1484    0.0262  1078  popfly       blue          NCP R OK 1024 bytes read
  1485    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 1089536
  1486    0.0294  1078  popfly       blue          NCP R OK 1024 bytes read
  1487    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 1090560
  1488    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1489    0.0014    64  blue         popfly        NCP C F=7A18 Read 1024 at 1091584
  1490    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1491    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 1092608
  1492    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1493    0.0029    64  blue         popfly        NCP C F=ED12 Read 512 at 42496
  1494    0.0277   566  popfly       blue          NCP R OK 512 bytes read
  1495    0.0018    64  blue         popfly        NCP C F=7A18 Read 512 at 1272320
  1496    0.0289   566  popfly       blue          NCP R OK 512 bytes read
  1497    0.0009    64  blue         popfly        NCP C F=7A18 Read 1024 at 1272832
  1498    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1499    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 1273856
  1500    0.0238  1078  popfly       blue          NCP R OK 1024 bytes read
  1501    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 1274880
  1502    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1503    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 1275904
  1504    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1505    0.0013    64  blue         popfly        NCP C F=7A18 Read 512 at 1276928
  1506    0.0010   566  popfly       blue          NCP R OK 512 bytes read
  1507    0.0029    64  blue         popfly        NCP C F=7A18 Read 512 at 1309184
  1508    0.0160   566  popfly       blue          NCP R OK 512 bytes read
  1509    0.0010    64  blue         popfly        NCP C F=7A18 Read 1024 at 1309696
  1510    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1511    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 1310720
  1512    0.0060  1078  popfly       blue          NCP R OK 1024 bytes read
  1513    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 1311744
  1514    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1515    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 1312768
  1516    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1517    0.0013    64  blue         popfly        NCP C F=7A18 Read 512 at 1313792
  1518    0.0011   566  popfly       blue          NCP R OK 512 bytes read
  1519    0.0030    64  blue         popfly        NCP C F=7A18 Read 512 at 1330688
Sniffer Network Analyzer data from 5-Sep-91 at 09:06:16, file C:\CAPTURE\TEST2.ENC, Page 32


SUMMARY  Delta T  Size     Destination   Source        Summary

  1520    0.0293   566  popfly       blue          NCP R OK 512 bytes read
  1521    0.0010    64  blue         popfly        NCP C F=7A18 Read 1024 at 1331200
  1522    0.0060  1078  popfly       blue          NCP R OK 1024 bytes read
  1523    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 1332224
  1524    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1525    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 1333248
  1526    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1527    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 1334272
  1528    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1529    0.0014    64  blue         popfly        NCP C F=7A18 Read 512 at 1335296
  1530    0.0055   566  popfly       blue          NCP R OK 512 bytes read
  1531    0.0026    64  blue         popfly        NCP C F=ED12 Read 512 at 48640
  1532    0.0372   566  popfly       blue          NCP R OK 512 bytes read
  1533    0.0019    64  blue         popfly        NCP C F=7A18 Read 1024 at 1459200
  1534    0.0394  1078  popfly       blue          NCP R OK 1024 bytes read
  1535    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 1460224
  1536    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1537    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 1461248
  1538    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1539    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 1462272
  1540    0.0206  1078  popfly       blue          NCP R OK 1024 bytes read
  1541    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 1463296
  1542    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1543    0.0032    64  blue         popfly        NCP C F=7A18 Read 512 at 1485312
  1544    0.0155   566  popfly       blue          NCP R OK 512 bytes read
  1545    0.0010    64  blue         popfly        NCP C F=7A18 Read 1024 at 1485824
  1546    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1547    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 1486848
  1548    0.0060  1078  popfly       blue          NCP R OK 1024 bytes read
  1549    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 1487872
  1550    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1551    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 1488896
  1552    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1553    0.0014    64  blue         popfly        NCP C F=7A18 Read 512 at 1489920
  1554    0.0011   566  popfly       blue          NCP R OK 512 bytes read
  1555    0.0027    64  blue         popfly        NCP C F=ED12 Read 512 at 54784
  1556    0.0374   566  popfly       blue          NCP R OK 512 bytes read
  1557    0.0018    64  blue         popfly        NCP C F=7A18 Read 512 at 1766912
  1558    0.0462   566  popfly       blue          NCP R OK 512 bytes read
  1559    0.0010    64  blue         popfly        NCP C F=7A18 Read 1024 at 1767424
  1560    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1561    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 1768448
  1562    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1563    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 1769472
  1564    0.0059  1078  popfly       blue          NCP R OK 1024 bytes read
  1565    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 1770496
  1566    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1567    0.0013    64  blue         popfly        NCP C F=7A18 Read 512 at 1771520
  1568    0.0010   566  popfly       blue          NCP R OK 512 bytes read
Sniffer Network Analyzer data from 5-Sep-91 at 09:06:16, file C:\CAPTURE\TEST2.ENC, Page 33


SUMMARY  Delta T  Size     Destination   Source        Summary

  1569    0.0028    64  blue         popfly        NCP C F=ED12 Read 512 at 58368
  1570    0.0011   566  popfly       blue          NCP R OK 512 bytes read
  1571    0.0018    64  blue         popfly        NCP C F=7A18 Read 512 at 1816064
  1572    0.0268   566  popfly       blue          NCP R OK 512 bytes read
  1573    0.0010    64  blue         popfly        NCP C F=7A18 Read 1024 at 1816576
  1574    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1575    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 1817600
  1576    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1577    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 1818624
  1578    0.0058  1078  popfly       blue          NCP R OK 1024 bytes read
  1579    0.0014    64  blue         popfly        NCP C F=7A18 Read 1024 at 1819648
  1580    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1581    0.0013    64  blue         popfly        NCP C F=7A18 Read 512 at 1820672
  1582    0.0011   566  popfly       blue          NCP R OK 512 bytes read
  1583    0.0026    64  blue         popfly        NCP C F=7A18 Read 512 at 1862144
  1584    0.0310   566  popfly       blue          NCP R OK 512 bytes read
  1585    0.0010    64  blue         popfly        NCP C F=7A18 Read 1024 at 1862656
  1586    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1587    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 1863680
  1588    0.0060  1078  popfly       blue          NCP R OK 1024 bytes read
  1589    0.0014    64  blue         popfly        NCP C F=7A18 Read 1024 at 1864704
  1590    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1591    0.0012    64  blue         popfly        NCP C F=7A18 Read 1024 at 1865728
  1592    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1593    0.0013    64  blue         popfly        NCP C F=7A18 Read 512 at 1866752
  1594    0.0011   566  popfly       blue          NCP R OK 512 bytes read
  1595    0.0028    64  blue         popfly        NCP C F=7A18 Read 512 at 1894912
  1596    0.0244   566  popfly       blue          NCP R OK 512 bytes read
  1597    0.0010    64  blue         popfly        NCP C F=7A18 Read 1024 at 1895424
